px,py,yaw,continuous_lane_id
-683.8882,530.8862,-3.621318,4.0
-693.1548,535.3988,-3.562537,4.0
-702.6705,539.3594,-3.503771,4.0
-712.4023,542.7543,-3.444987,4.0
-722.1554,545.5992,-3.417352,4.0
-731.7775,548.3223,-3.417411,4.0
-741.3996,551.0453,-3.417411,4.0
-751.0217,553.7685,-3.417352,4.0
-760.6438,556.4916,-3.417352,4.0
-769.6691,559.4322,-3.519345,4.0
-778.2025,563.3414,-3.635298,4.0
-786.2264,568.2114,-3.751214,4.0
-793.6334,573.9766,-3.867095,4.0
-800.3239,580.5599,-3.98304,4.0
-806.208,587.8727,-4.098958,4.0
-811.207,595.817,-4.214889,4.0
-815.2536,604.2861,-4.330805,4.0
-818.2936,613.1663,-4.446699,4.0
-820.2861,622.3386,-4.562663,4.0
-821.2045,631.6797,-4.678506,4.0
-821.0364,641.0645,-4.794451,4.0
-819.784,650.3667,-4.910336,4.0
-817.4642,659.4617,-5.025826,4.0
-814.3539,668.9052,-5.031051,4.0
-811.221,678.4017,-5.031051,4.0
-647.6346,510.292,-3.856369,4.0
-655.7545,516.9691,-3.797582,5.0
-664.2524,523.1578,-3.738872,5.0
-673.0991,528.8369,-3.680128,5.0
-682.264,533.9866,-3.621346,5.0
-691.7156,538.5892,-3.562618,5.0
-701.4211,542.6288,-3.503828,5.0
-711.3471,546.0914,-3.445122,5.0
-721.2023,548.9669,-3.417352,5.0
-730.8244,551.69,-3.417352,5.0
-740.4465,554.4131,-3.417411,5.0
-750.0686,557.1362,-3.417352,5.0
-759.6907,559.8593,-3.417352,5.0
-768.3981,562.6932,-3.519674,5.0
-776.5629,566.4337,-3.635571,5.0
-784.2402,571.0932,-3.751468,5.0
-791.3272,576.6094,-3.867399,5.0
-797.7286,582.9083,-3.983299,5.0
-803.3586,589.9052,-4.099263,5.0
-808.1417,597.5063,-4.215161,5.0
-812.0134,605.6095,-4.331021,5.0
-814.9221,614.1062,-4.44695,5.0
-816.8286,622.8822,-4.562905,5.0
-817.7073,631.8199,-4.678753,5.0
-817.5464,640.7991,-4.794699,5.0
-816.3481,649.6996,-4.910586,5.0
-814.1286,658.4017,-5.025854,5.0
-811.0302,667.8087,-5.031051,5.0
-807.8972,677.3052,-5.031051,5.0
838.7985,80.15644,-0.4558477,5.0
847.7773,75.75419,-0.4558477,3.0
856.6085,71.26017,-0.5115283,3.0
864.9956,66.10743,-0.5992224,3.0
872.8993,60.24017,-0.6868551,3.0
880.259,53.70346,-0.7745487,3.0
887.0181,46.5475,-0.8622048,3.0
893.1247,38.82725,-0.9498644,3.0
898.5319,30.60199,-1.037516,3.0
903.2189,21.93359,-1.118659,3.0
907.2153,12.91797,-1.196319,3.0
910.5004,3.619561,-1.273973,3.0
913.0544,-5.905632,-1.351576,3.0
914.8619,-15.60022,-1.42921,3.0
915.9122,-25.4058,-1.506849,3.0
916.1987,-35.26329,-1.58453,3.0
915.8389,-45.19725,-1.614267,3.0
915.4045,-55.18781,-1.614267,3.0
914.97,-65.17837,-1.614267,3.0
914.5356,-75.16892,-1.614267,3.0
914.0911,-85.14243,-1.625817,3.0
913.3604,-95.04218,-1.66726,3.0
912.2198,-104.9031,-1.708807,3.0
910.6711,-114.7082,-1.750286,3.0
908.717,-124.4407,-1.791767,3.0
906.3609,-134.0837,-1.833262,3.0
903.6068,-143.6207,-1.874712,3.0
900.4596,-153.0352,-1.916246,3.0
896.9245,-162.3111,-1.957757,3.0
893.0078,-171.4324,-1.999252,3.0
888.716,-180.3834,-2.040722,3.0
884.0566,-189.1486,-2.08219,3.0
879.0378,-197.7131,-2.123691,3.0
873.6689,-206.0847,-2.152569,3.0
868.1736,-214.4395,-2.152569,3.0
862.6784,-222.7942,-2.152569,3.0
857.1832,-231.149,-2.15262,3.0
851.7236,-239.6085,-2.108696,3.0
846.8807,-248.5341,-2.018263,3.0
842.8639,-257.8607,-1.927817,3.0
839.706,-267.5121,-1.837308,3.0
837.4329,-277.4092,-1.746877,3.0
837.2576,77.01383,-0.4558547,3.0
846.2365,72.61158,-0.4558477,4.0
854.9088,68.20059,-0.5116714,4.0
863.0345,63.20842,-0.5993544,4.0
870.692,57.52399,-0.6870151,4.0
877.8223,51.19097,-0.7746623,4.0
884.3707,44.25799,-0.8623133,4.0
890.2871,36.77831,-0.9500126,4.0
895.5259,28.80935,-1.037658,4.0
900.0766,20.39213,-1.11879,4.0
903.9629,11.62487,-1.19639,4.0
907.1575,2.5826,-1.274041,4.0
909.6412,-6.680201,-1.3517,4.0
911.3989,-16.10773,-1.429333,4.0
912.4202,-25.64319,-1.506971,4.0
912.6989,-35.22914,-1.584591,4.0
912.3422,-45.04519,-1.614267,4.0
911.9078,-55.03575,-1.614267,4.0
911.4733,-65.02631,-1.614267,4.0
911.0389,-75.01686,-1.614267,4.0
910.596,-84.95727,-1.625817,4.0
909.876,-94.7122,-1.667321,4.0
908.752,-104.4289,-1.708808,4.0
907.226,-114.0906,-1.750347,4.0
905.3005,-123.6807,-1.791769,4.0
902.9789,-133.1826,-1.833321,4.0
900.2651,-142.5801,-1.87477,4.0
897.1639,-151.8569,-1.916313,4.0
893.6805,-160.9971,-1.957763,4.0
889.821,-169.985,-1.999252,4.0
885.5921,-178.805,-2.040783,4.0
881.0009,-187.4421,-2.082243,4.0
876.0554,-195.8812,-2.123699,4.0
870.7447,-204.1613,-2.152569,4.0
865.2495,-212.5161,-2.152569,4.0
859.7543,-220.8709,-2.15262,4.0
854.259,-229.2257,-2.152569,4.0
848.7259,-237.8019,-2.10884,4.0
843.7321,-247.0057,-2.018393,4.0
839.59,-256.623,-1.927895,4.0
836.3337,-266.5752,-1.837501,4.0
833.9897,-276.7808,-1.747003,4.0
835.7169,73.87123,-0.4558477,4.0
844.6957,69.46898,-0.4558547,5.0
853.2091,65.14102,-0.5118375,5.0
861.0735,60.30941,-0.5994959,5.0
868.4846,54.80781,-0.687187,5.0
875.3856,48.67847,-0.7748269,5.0
881.7234,41.96848,-0.8624705,5.0
887.4495,34.72936,-0.9501651,5.0
892.5198,27.01671,-1.037803,5.0
896.9343,18.85067,-1.118867,5.0
900.7105,10.33176,-1.196519,5.0
903.8146,1.54564,-1.274168,5.0
906.228,-7.45477,-1.351825,5.0
907.9359,-16.61524,-1.429456,5.0
908.9283,-25.88059,-1.507094,5.0
909.199,-35.19499,-1.584713,5.0
908.8455,-44.89313,-1.614206,5.0
908.4111,-54.88369,-1.614267,5.0
907.9766,-64.87424,-1.614267,5.0
907.5422,-74.8648,-1.614267,5.0
907.1009,-84.77211,-1.625878,5.0
906.3916,-94.38223,-1.66732,5.0
905.2843,-103.9547,-1.708869,5.0
903.7809,-113.4729,-1.750348,5.0
901.884,-122.9206,-1.79189,5.0
899.5969,-132.2815,-1.833325,5.0
896.9233,-141.5395,-1.874774,5.0
893.8682,-150.6786,-1.916313,5.0
890.4365,-159.6832,-1.957769,5.0
886.6343,-168.5376,-1.999265,5.0
882.4682,-177.2267,-2.04079,5.0
877.9451,-185.7355,-2.082258,5.0
873.0731,-194.0494,-2.123759,5.0
867.8205,-202.238,-2.152569,5.0
862.3253,-210.5928,-2.15262,5.0
856.8301,-218.9476,-2.152569,5.0
851.3348,-227.3024,-2.152578,5.0
845.7282,-235.9954,-2.108968,5.0
840.5834,-245.4774,-2.018475,5.0
836.3162,-255.3853,-1.928026,5.0
832.9614,-265.6383,-1.837559,5.0
830.5466,-276.1523,-1.747123,5.0
-571.6107,-66.07475,-5.389256,5.0
-565.347,-58.27949,-5.389256,3.0
-559.0833,-50.48423,-5.389303,3.0
-552.8196,-42.68897,-5.388657,3.0
-546.7264,-34.62218,-5.322341,3.0
-541.186,-26.15816,-5.254914,3.0
-536.2286,-17.33999,-5.18746,3.0
-531.8769,-8.20775,-5.120011,3.0
-528.1505,1.197018,-5.052592,3.0
-525.0664,10.83155,-4.985167,3.0
-522.6386,20.65203,-4.917686,3.0
-520.8783,30.6138,-4.850276,3.0
-519.7933,40.67157,-4.782821,3.0
-519.3885,50.77865,-4.716539,3.0
-519.592,60.8698,-4.662564,3.0
-520.3393,70.93529,-4.608626,3.0
-521.6284,80.94583,-4.554632,3.0
-523.4554,90.87228,-4.500668,3.0
-525.8152,100.6858,-4.446764,3.0
-528.7008,110.3577,-4.392827,3.0
-532.1038,119.8599,-4.338833,3.0
-536.0143,129.1648,-4.284875,3.0
-540.4209,138.2452,-4.23093,3.0
-545.3106,147.0744,-4.17988,3.0
-550.3875,155.6898,-4.179888,3.0
-555.4644,164.3052,-4.179888,3.0
-560.5117,172.9123,-4.194417,3.0
-565.2843,181.6247,-4.231824,3.0
-569.7279,190.5094,-4.269243,3.0
-573.8362,199.5541,-4.306628,3.0
-577.6036,208.746,-4.344005,3.0
-581.0247,218.0723,-4.381364,3.0
-584.0948,227.52,-4.418759,3.0
-586.8096,237.0758,-4.456174,3.0
-589.1653,246.7264,-4.493545,3.0
-591.1586,256.4584,-4.530914,3.0
-592.7866,266.2581,-4.568334,3.0
-594.0472,276.1117,-4.605681,3.0
-594.9387,286.0056,-4.643118,3.0
-595.4595,295.926,-4.680522,3.0
-595.6093,305.8588,-4.717883,3.0
-595.3909,315.7997,-4.748163,3.0
-595.0337,325.7934,-4.748102,3.0
-594.6765,335.787,-4.748102,3.0
-594.3193,345.7806,-4.748163,3.0
-593.9621,355.7742,-4.748102,3.0
-593.6049,365.7678,-4.748102,3.0
-593.3673,375.8302,-4.707506,3.0
-593.6837,385.9266,-4.648748,3.0
-594.5925,395.987,-4.590014,3.0
-596.0907,405.9767,-4.531285,3.0
-598.1729,415.8611,-4.472481,3.0
-600.8321,425.6062,-4.413657,3.0
-604.0591,435.1783,-4.354972,3.0
-607.8427,444.5443,-4.296185,3.0
-612.1697,453.672,-4.237386,3.0
-617.0255,462.5297,-4.178684,3.0
-622.3931,471.087,-4.11985,3.0
-628.254,479.3143,-4.061118,3.0
-634.588,487.1831,-4.002353,3.0
-568.8823,-68.26704,-5.389256,3.0
-562.6187,-60.47179,-5.389303,4.0
-556.3549,-52.67653,-5.389256,4.0
-550.0912,-44.88127,-5.388656,4.0
-543.8643,-36.63672,-5.322415,4.0
-538.1946,-27.97522,-5.254986,4.0
-533.1216,-18.95131,-5.187584,4.0
-528.6683,-9.606003,-5.120135,4.0
-524.855,0.01819014,-5.052658,4.0
-521.6989,9.877507,-4.985231,4.0
-519.2145,19.92711,-4.917748,4.0
-517.4131,30.12131,-4.850278,4.0
-516.3028,40.41373,-4.782821,4.0
-515.8887,50.75476,-4.7166,4.0
-516.0959,61.0347,-4.662686,4.0
-516.8572,71.2885,-4.608687,4.0
-518.1703,81.48632,-4.554693,4.0
-520.0316,91.59848,-4.50073,4.0
-522.4355,101.5955,-4.446827,4.0
-525.3751,111.4484,-4.392831,4.0
-528.8417,121.1284,-4.338895,4.0
-532.8254,130.6074,-4.284937,4.0
-537.3145,139.8577,-4.230991,4.0
-542.2952,148.8514,-4.179888,4.0
-547.3721,157.4668,-4.17988,4.0
-552.449,166.0822,-4.179888,4.0
-557.4741,174.6509,-4.194485,4.0
-562.1838,183.2485,-4.231824,4.0
-566.5688,192.0162,-4.269256,4.0
-570.623,200.9417,-4.306633,4.0
-574.3408,210.0125,-4.344005,4.0
-577.7169,219.216,-4.381364,4.0
-580.7465,228.5392,-4.418759,4.0
-583.4256,237.9692,-4.456237,4.0
-585.7502,247.4927,-4.493545,4.0
-587.7172,257.0964,-4.530974,4.0
-589.3239,266.767,-4.568338,4.0
-590.5679,276.4909,-4.605742,4.0
-591.4475,286.2545,-4.64318,4.0
-591.9615,296.0441,-4.680522,4.0
-592.1093,305.8461,-4.717883,4.0
-591.8931,315.6747,-4.748102,4.0
-591.5359,325.6683,-4.748102,4.0
-591.1788,335.662,-4.748163,4.0
-590.8215,345.6556,-4.748102,4.0
-590.4644,355.6492,-4.748102,4.0
-590.1072,365.6428,-4.748163,4.0
-589.8673,375.8369,-4.707567,4.0
-590.1902,386.1389,-4.64887,4.0
-591.1175,396.4042,-4.590074,4.0
-592.6461,406.5972,-4.531285,4.0
-594.7708,416.6829,-4.472547,4.0
-597.4841,426.6264,-4.413715,4.0
-600.7767,436.3933,-4.354972,4.0
-604.6373,445.9501,-4.296241,4.0
-609.0526,455.2635,-4.237454,4.0
-614.0071,464.3016,-4.178684,4.0
-619.484,473.0331,-4.119934,4.0
-625.4642,481.4279,-4.061185,4.0
-631.9272,489.4569,-4.002419,4.0
-566.154,-70.45934,-5.389256,4.0
-559.8903,-62.66408,-5.389303,5.0
-553.6266,-54.86882,-5.389256,5.0
-547.3629,-47.07356,-5.388652,5.0
-541.0023,-38.65125,-5.322539,5.0
-535.2033,-29.79228,-5.255058,5.0
-530.0146,-20.56263,-5.1876,5.0
-525.4598,-11.00426,-5.120202,5.0
-521.5594,-1.160637,-5.052723,5.0
-518.3315,8.923466,-4.985295,5.0
-515.7904,19.2022,-4.917811,5.0
-513.9479,29.62881,-4.8504,5.0
-512.8123,40.1559,-4.782943,5.0
-512.3887,50.73088,-4.716662,5.0
-512.5997,61.1996,-4.662686,5.0
-513.3751,71.64171,-4.608748,5.0
-514.7123,82.02681,-4.554755,5.0
-516.6078,92.32468,-4.500793,5.0
-519.0558,102.5053,-4.446829,5.0
-522.0494,112.5391,-4.392894,5.0
-525.5797,122.3969,-4.338958,5.0
-529.6365,132.05,-4.284998,5.0
-534.208,141.4702,-4.231005,5.0
-539.2798,150.6283,-4.179888,5.0
-544.3568,159.2437,-4.179888,5.0
-549.4337,167.8591,-4.179888,5.0
-554.4364,176.3895,-4.194485,5.0
-559.0833,184.8724,-4.231838,5.0
-563.4098,193.523,-4.269256,5.0
-567.4099,202.3294,-4.306633,5.0
-571.078,211.2791,-4.34401,5.0
-574.409,220.3597,-4.381432,5.0
-577.3983,229.5585,-4.418822,5.0
-580.0415,238.8626,-4.456178,5.0
-582.3351,248.2589,-4.493608,5.0
-584.2759,257.7345,-4.530974,5.0
-585.8611,267.276,-4.568399,5.0
-587.0884,276.8701,-4.605742,5.0
-587.9564,286.5033,-4.643182,5.0
-588.4636,296.1623,-4.680584,5.0
-588.6093,305.8335,-4.717943,5.0
-588.3954,315.5497,-4.748102,5.0
-588.0382,325.5433,-4.748163,5.0
-587.681,335.5369,-4.748102,5.0
-587.3238,345.5305,-4.748102,5.0
-586.9666,355.5242,-4.748163,5.0
-586.6094,365.5178,-4.748102,5.0
-586.3673,375.8438,-4.707628,5.0
-586.6966,386.3513,-4.64887,5.0
-587.6425,396.8214,-4.590135,5.0
-589.2016,407.2178,-4.531411,5.0
-591.3686,417.5047,-4.472547,5.0
-594.1361,427.6466,-4.413841,5.0
-597.4944,437.6084,-4.355097,5.0
-601.4321,447.3558,-4.296309,5.0
-605.9354,456.8551,-4.237523,5.0
-610.9888,466.0735,-4.178768,5.0
-616.575,474.9792,-4.120002,5.0
-622.6745,483.5415,-4.061252,5.0
-629.2664,491.7307,-4.002439,5.0
835.1674,-298.5242,-1.651145,5.0
834.3646,-308.4919,-1.651205,3.0
833.5618,-318.464,-1.645572,3.0
833.0995,-328.5642,-1.581172,3.0
833.2871,-338.6732,-1.516936,3.0
834.1238,-348.7493,-1.452664,3.0
835.6061,-358.7509,-1.388328,3.0
837.7279,-368.6365,-1.324041,3.0
840.4805,-378.3654,-1.259777,3.0
843.1648,-387.8169,-1.366494,3.0
844.5439,-397.4679,-1.505381,3.0
844.5734,-407.2169,-1.64435,3.0
843.2526,-416.8761,-1.783269,3.0
840.607,-426.2592,-1.922227,3.0
836.6874,-435.1857,-2.061034,3.0
831.866,-443.8978,-2.078336,3.0
827.0056,-452.6371,-2.078336,3.0
822.1459,-461.3752,-2.08197,3.0
817.0907,-469.8908,-2.136655,3.0
811.5775,-478.1173,-2.19134,3.0
805.6227,-486.03,-2.246023,3.0
799.2443,-493.6053,-2.300728,3.0
792.4612,-500.8206,-2.355418,3.0
785.2948,-507.6531,-2.411618,3.0
777.7363,-514.0165,-2.478901,3.0
769.7674,-519.8578,-2.546023,3.0
761.4241,-525.1508,-2.613263,3.0
752.7443,-529.8714,-2.680484,3.0
743.7669,-533.9983,-2.747689,3.0
734.5188,-537.5253,-2.801718,3.0
725.0908,-540.8588,-2.801775,3.0
715.6866,-543.9658,-2.859168,3.0
706.1204,-546.4189,-2.928994,3.0
696.4063,-548.1989,-2.998772,3.0
686.5917,-549.2969,-3.068589,3.0
676.7244,-549.7076,-3.138419,3.0
666.8525,-549.4291,-3.20823,3.0
657.024,-548.4628,-3.27806,3.0
647.2869,-546.8132,-3.347882,3.0
637.6481,-544.5064,-3.394402,3.0
627.9659,-542.0053,-3.394402,3.0
618.2838,-539.5042,-3.394402,3.0
608.6016,-537.0031,-3.394402,3.0
598.9194,-534.502,-3.394402,3.0
589.2372,-532.0009,-3.394343,3.0
579.5551,-529.4998,-3.394343,3.0
569.9652,-526.8965,-3.432611,3.0
560.5415,-523.8343,-3.484132,3.0
551.2881,-520.2908,-3.535689,3.0
542.2294,-516.2754,-3.587224,3.0
533.3895,-511.7988,-3.638711,3.0
524.792,-506.8728,-3.690235,3.0
516.4595,-501.5106,-3.741758,3.0
508.4143,-495.7263,-3.793297,3.0
500.6777,-489.5354,-3.84481,3.0
493.2702,-482.9543,-3.896365,3.0
486.2115,-476.0003,-3.947859,3.0
479.5203,-468.692,-3.999257,3.0
472.9931,-461.1252,-4.000793,3.0
466.5138,-453.5399,-4.015494,3.0
460.1868,-445.8413,-4.035489,3.0
454.0151,-438.0178,-4.055459,3.0
448.001,-430.0724,-4.075461,3.0
442.1471,-422.0083,-4.095478,3.0
436.4556,-413.8288,-4.115499,3.0
430.9288,-405.5371,-4.135466,3.0
425.5689,-397.1365,-4.155472,3.0
420.3782,-388.6304,-4.175481,3.0
415.3575,-380.0208,-4.193508,3.0
410.3984,-371.3371,-4.193508,3.0
405.445,-362.6573,-4.198167,3.0
400.6293,-353.9365,-4.219708,3.0
396.0025,-345.114,-4.241235,3.0
391.567,-336.1938,-4.262785,3.0
387.3246,-327.1802,-4.284342,3.0
383.2774,-318.0772,-4.305902,3.0
379.4273,-308.8892,-4.327434,3.0
375.776,-299.6203,-4.348975,3.0
372.3253,-290.275,-4.370535,3.0
369.0768,-280.8574,-4.392086,3.0
366.0319,-271.372,-4.413619,3.0
363.192,-261.8233,-4.435171,3.0
360.5586,-252.2156,-4.456715,3.0
358.1327,-242.5533,-4.478261,3.0
355.8371,-232.8271,-4.480926,3.0
353.5432,-223.0938,-4.480926,3.0
351.2492,-213.3605,-4.480926,3.0
348.9553,-203.6271,-4.480926,3.0
346.6613,-193.8938,-4.480929,3.0
344.3673,-184.1605,-4.480908,3.0
341.9848,-174.4157,-4.461663,3.0
339.4078,-164.7174,-4.441669,3.0
336.6373,-155.0726,-4.42169,3.0
333.6746,-145.4851,-4.401689,3.0
330.5207,-135.9588,-4.381654,3.0
327.1768,-126.4975,-4.361678,3.0
323.6445,-117.1049,-4.341681,3.0
319.9251,-107.785,-4.322756,3.0
316.1267,-98.53446,-4.322753,3.0
312.3283,-89.28394,-4.322784,3.0
308.5299,-80.03342,-4.322784,3.0
304.7315,-70.78289,-4.322781,3.0
300.7936,-61.52811,-4.287251,3.0
296.4569,-52.43302,-4.243316,3.0
291.7249,-43.5372,-4.199392,3.0
831.6788,-298.2432,-1.651205,3.0
830.8759,-308.2109,-1.651205,4.0
830.0724,-318.1917,-1.645757,4.0
829.5998,-328.5166,-1.581234,4.0
829.7916,-338.8506,-1.516999,4.0
830.6469,-349.1509,-1.452664,4.0
832.1622,-359.375,-1.388388,4.0
834.3312,-369.4806,-1.3241,4.0
837.145,-379.4259,-1.259835,4.0
839.7427,-388.5514,-1.366931,4.0
841.0532,-397.7214,-1.50581,4.0
841.0812,-406.9846,-1.644717,4.0
839.8262,-416.1624,-1.783646,4.0
837.3124,-425.0779,-1.922613,4.0
833.5882,-433.5595,-2.061156,4.0
828.8073,-442.1967,-2.078336,4.0
823.9468,-450.936,-2.078336,4.0
819.0885,-459.6715,-2.082107,4.0
814.131,-468.0225,-2.136706,4.0
808.7244,-476.09,-2.191358,4.0
802.8848,-483.8498,-2.24609,4.0
796.6296,-491.2787,-2.300794,4.0
789.9777,-498.3545,-2.355482,4.0
782.952,-505.0529,-2.411767,4.0
775.5734,-511.2648,-2.478901,4.0
767.7942,-516.9671,-2.546108,4.0
759.6496,-522.134,-2.613347,4.0
751.1763,-526.7422,-2.68062,4.0
742.4127,-530.7709,-2.747769,4.0
733.3521,-534.2255,-2.801755,4.0
723.924,-537.5591,-2.801697,4.0
714.6995,-540.6079,-2.859285,4.0
705.3698,-543.0004,-2.929054,4.0
695.896,-544.7363,-2.998893,4.0
686.3242,-545.8071,-3.068711,4.0
676.7009,-546.2078,-3.138541,4.0
667.0732,-545.9361,-3.208291,4.0
657.4879,-544.9937,-3.27819,4.0
647.9916,-543.3848,-3.347954,4.0
638.5235,-541.1177,-3.394402,4.0
628.8414,-538.6165,-3.394402,4.0
619.1592,-536.1154,-3.394343,4.0
609.477,-533.6143,-3.394402,4.0
599.7948,-531.1132,-3.394402,4.0
590.1127,-528.6121,-3.394402,4.0
580.4305,-526.111,-3.394402,4.0
570.9608,-523.541,-3.432611,4.0
561.7086,-520.5345,-3.48419,4.0
552.6235,-517.0555,-3.535689,4.0
543.7297,-513.1132,-3.587224,4.0
535.0507,-508.7181,-3.638793,4.0
526.6096,-503.8818,-3.690287,4.0
518.4288,-498.6172,-3.741818,4.0
510.53,-492.9382,-3.79334,4.0
502.9341,-486.8599,-3.844876,4.0
495.6614,-480.3985,-3.896408,4.0
488.7312,-473.5711,-3.947902,4.0
482.1618,-466.3958,-3.999282,4.0
475.6437,-458.8395,-4.000793,4.0
469.1954,-451.2906,-4.015474,4.0
462.9129,-443.6462,-4.035465,4.0
456.7845,-435.8776,-4.055459,4.0
450.8127,-427.9881,-4.075461,4.0
444.9999,-419.9806,-4.095478,4.0
439.3484,-411.8586,-4.115499,4.0
433.8604,-403.6251,-4.135483,4.0
428.5382,-395.2835,-4.155472,4.0
423.3839,-386.8372,-4.175481,4.0
418.3968,-378.2852,-4.193508,4.0
413.4377,-369.6014,-4.193508,4.0
408.4905,-360.9324,-4.198167,4.0
403.7112,-352.2777,-4.219708,4.0
399.1195,-343.5219,-4.241262,4.0
394.7175,-334.6693,-4.262799,4.0
390.5072,-325.7239,-4.284369,4.0
386.4907,-316.6898,-4.305902,4.0
382.6697,-307.5714,-4.327434,4.0
379.0461,-298.3727,-4.348975,4.0
375.6215,-289.0981,-4.370535,4.0
372.3976,-279.7518,-4.392086,4.0
369.3757,-270.3382,-4.413657,4.0
366.5573,-260.8618,-4.435171,4.0
363.9438,-251.3268,-4.456744,4.0
361.5363,-241.7377,-4.478291,4.0
359.2438,-232.0242,-4.480926,4.0
356.9498,-222.2909,-4.480926,4.0
354.6559,-212.5576,-4.480926,4.0
352.3619,-202.8242,-4.480929,4.0
350.068,-193.0909,-4.480926,4.0
347.774,-183.3576,-4.48093,4.0
345.3762,-173.5508,-4.461663,4.0
342.7812,-163.7848,-4.441702,4.0
339.9915,-154.0727,-4.42169,4.0
337.008,-144.4184,-4.401689,4.0
333.8321,-134.8256,-4.381688,4.0
330.465,-125.2983,-4.361678,4.0
326.908,-115.8402,-4.341683,4.0
323.1628,-106.4555,-4.322781,4.0
319.3644,-97.20502,-4.322781,4.0
315.566,-87.9545,-4.322756,4.0
311.7676,-78.70398,-4.322753,4.0
307.9692,-69.45345,-4.322753,4.0
303.9852,-60.0915,-4.287286,4.0
299.5823,-50.8576,-4.243351,4.0
294.7781,-41.82602,-4.199399,4.0
828.1901,-297.9622,-1.651205,4.0
827.3871,-307.9299,-1.651205,5.0
826.583,-317.9194,-1.645941,5.0
826.1002,-328.4691,-1.581356,5.0
826.2961,-339.028,-1.51706,5.0
827.17,-349.5525,-1.452785,5.0
828.7183,-359.9991,-1.388453,5.0
830.9345,-370.3247,-1.32416,5.0
833.8096,-380.4865,-1.259903,5.0
836.3206,-389.2858,-1.367302,5.0
837.5624,-397.9749,-1.506236,5.0
837.5889,-406.7522,-1.645146,5.0
836.3997,-415.4486,-1.784083,5.0
834.0178,-423.8966,-1.923009,5.0
830.4889,-431.9333,-2.06136,5.0
825.7485,-440.4955,-2.078336,5.0
820.8881,-449.2349,-2.078336,5.0
816.0311,-457.9679,-2.082243,5.0
811.1714,-466.1542,-2.136723,5.0
805.8713,-474.0627,-2.191475,5.0
800.1468,-481.6695,-2.246157,5.0
794.015,-488.952,-2.30086,5.0
787.4941,-495.8883,-2.355569,5.0
780.6091,-502.4526,-2.411853,5.0
773.4105,-508.5131,-2.478987,5.0
765.821,-514.0764,-2.546243,5.0
757.8751,-519.1172,-2.613483,5.0
749.6084,-523.613,-2.68062,5.0
741.0585,-527.5435,-2.747825,5.0
732.1852,-530.9257,-2.801718,5.0
722.7573,-534.2593,-2.801718,5.0
713.7123,-537.25,-2.859361,5.0
704.6193,-539.5818,-2.929186,5.0
695.3857,-541.2737,-2.999022,5.0
686.0566,-542.3174,-3.068837,5.0
676.6775,-542.7078,-3.138602,5.0
667.2939,-542.4431,-3.208416,5.0
657.9517,-541.5245,-3.27819,5.0
648.6964,-539.9565,-3.348073,5.0
639.3989,-537.7289,-3.394402,5.0
629.7167,-535.2278,-3.394402,5.0
620.0345,-532.7267,-3.394402,5.0
610.3524,-530.2256,-3.394402,5.0
600.6702,-527.7245,-3.394402,5.0
590.988,-525.2234,-3.394402,5.0
581.3058,-522.7222,-3.394343,5.0
571.9563,-520.1856,-3.432728,5.0
562.8756,-517.2349,-3.484247,5.0
553.9589,-513.8203,-3.535745,5.0
545.2299,-509.9511,-3.587306,5.0
536.7119,-505.6374,-3.63882,5.0
528.4272,-500.8908,-3.690371,5.0
520.398,-495.7237,-3.741868,5.0
512.6456,-490.15,-3.793407,5.0
505.1906,-484.1844,-3.844919,5.0
498.0527,-477.8427,-3.896451,5.0
491.2509,-471.1419,-3.947968,5.0
484.8033,-464.0996,-3.999311,5.0
478.2943,-456.5538,-4.000793,5.0
471.877,-449.0415,-4.015494,5.0
465.639,-441.4511,-4.035489,5.0
459.554,-433.7375,-4.055459,5.0
453.6244,-425.9037,-4.075486,5.0
447.8527,-417.9529,-4.095478,5.0
442.2411,-409.8883,-4.115499,5.0
436.792,-401.7131,-4.135483,5.0
431.5075,-393.4305,-4.155472,5.0
426.3896,-385.0439,-4.175481,5.0
421.4361,-376.5495,-4.193508,5.0
416.4771,-367.8657,-4.193508,5.0
411.536,-359.2076,-4.198167,5.0
406.7931,-350.6189,-4.219735,5.0
402.2365,-341.9299,-4.241262,5.0
397.868,-333.1448,-4.262826,5.0
393.6899,-324.2676,-4.284369,5.0
389.704,-315.3025,-4.305902,5.0
385.9122,-306.2536,-4.327434,5.0
382.3162,-297.125,-4.348975,5.0
378.9177,-287.9211,-4.370535,5.0
375.7183,-278.6462,-4.392096,5.0
372.7195,-269.3044,-4.413657,5.0
369.9227,-259.9002,-4.4352,5.0
367.3291,-250.438,-4.456744,5.0
364.94,-240.922,-4.478261,5.0
362.6505,-231.2214,-4.480926,5.0
360.3565,-221.488,-4.480926,5.0
358.0625,-211.7547,-4.480926,5.0
355.7686,-202.0214,-4.480926,5.0
353.4746,-192.288,-4.480926,5.0
351.1807,-182.5547,-4.480922,5.0
348.7676,-172.6858,-4.461692,5.0
346.1547,-162.8522,-4.441698,5.0
343.3456,-153.0728,-4.42169,5.0
340.3415,-143.3516,-4.401689,5.0
337.1436,-133.6924,-4.381688,5.0
333.7531,-124.0991,-4.361707,5.0
330.1715,-114.5754,-4.341683,5.0
326.4005,-105.1261,-4.322756,5.0
322.6021,-95.87559,-4.322753,5.0
318.8037,-86.62506,-4.322753,5.0
